order_item_id,order_id,product_id,quantity,unit_price,discount,revenue,profit,shipping_cost
ITEM0008636,ORD005024,PROD00047,1,33758.37,0.0,33758.37,6080.29,20.0
ITEM0008637,ORD005024,PROD00019,1,31209.99,0.2,24967.99,284.45,20.0
ITEM0008638,ORD005025,PROD00425,1,1890.13,0.05,1795.62,642.76,40.0
ITEM0008639,ORD005026,PROD00036,1,39871.33,0.05,37877.76,10199.91,90.0
ITEM0008640,ORD005027,PROD00064,1,11250.27,0.0,11250.27,3287.24,90.0
ITEM0008641,ORD005028,PROD00332,1,2267.07,0.0,2267.07,545.86,40.0
ITEM0008642,ORD005029,PROD00426,1,3916.21,0.0,3916.21,1398.67,40.0
ITEM0008643,ORD005030,PROD00233,2,1433.54,0.1,2580.37,741.65,20.0
ITEM0008644,ORD005030,PROD00211,1,2824.85,0.1,2542.36,1194.74,20.0
ITEM0008645,ORD005031,PROD00242,1,1435.76,0.05,1363.97,634.35,20.0
ITEM0008646,ORD005031,PROD00096,1,2792.36,0.1,2513.12,269.07,20.0
ITEM0008647,ORD005032,PROD00185,2,4100.9,0.1,7381.62,1641.14,40.0
ITEM0008648,ORD005033,PROD00283,1,4391.48,0.1,3952.33,1529.5,30.0
ITEM0008649,ORD005033,PROD00423,1,2333.55,0.0,2333.55,871.35,30.0
ITEM0008650,ORD005033,PROD00137,2,10114.57,0.1,18206.23,2279.75,30.0
ITEM0008651,ORD005034,PROD00084,1,12758.14,0.0,12758.14,3324.6,45.0
ITEM0008652,ORD005034,PROD00010,1,7200.61,0.2,5760.49,-122.56,45.0
ITEM0008653,ORD005035,PROD00178,1,16666.65,0.1,14999.99,1963.29,90.0
ITEM0008654,ORD005036,PROD00175,1,14010.68,0.1,12609.61,2638.95,40.0
ITEM0008655,ORD005037,PROD00118,1,16779.37,0.15,14262.46,1622.11,13.33
ITEM0008656,ORD005037,PROD00313,2,18101.64,0.0,36203.28,12653.35,13.33
ITEM0008657,ORD005037,PROD00305,1,17731.75,0.0,17731.75,5868.92,13.33
ITEM0008658,ORD005038,PROD00367,1,875.79,0.1,788.21,182.07,40.0
ITEM0008659,ORD005039,PROD00355,1,1032.15,0.0,1032.15,329.36,10.0
ITEM0008660,ORD005039,PROD00367,4,875.79,0.0,3503.16,1228.6,10.0
ITEM0008661,ORD005039,PROD00130,2,47422.68,0.05,90103.09,12715.27,10.0
ITEM0008662,ORD005039,PROD00277,4,310.35,0.0,1241.4,383.08,10.0
ITEM0008663,ORD005040,PROD00468,1,958.24,0.0,958.24,224.96,40.0
ITEM0008664,ORD005041,PROD00163,1,47932.21,0.15,40742.38,7533.97,20.0
ITEM0008665,ORD005041,PROD00226,1,4077.99,0.15,3466.29,1245.61,20.0
ITEM0008666,ORD005042,PROD00416,1,1389.9,0.15,1181.41,195.12,40.0
ITEM0008667,ORD005043,PROD00238,1,1604.02,0.05,1523.82,563.78,40.0
ITEM0008668,ORD005044,PROD00183,1,2368.25,0.0,2368.25,796.33,20.0
ITEM0008669,ORD005044,PROD00413,1,606.06,0.05,575.76,153.59,20.0
ITEM0008670,ORD005045,PROD00250,1,1708.04,0.0,1708.04,619.94,40.0
ITEM0008671,ORD005046,PROD00023,1,51760.99,0.2,41408.79,4688.93,40.0
ITEM0008672,ORD005047,PROD00413,1,606.06,0.0,606.06,163.89,40.0
ITEM0008673,ORD005048,PROD00355,1,1032.15,0.0,1032.15,326.03,13.33
ITEM0008674,ORD005048,PROD00186,1,16918.9,0.0,16918.9,4278.95,13.33
ITEM0008675,ORD005048,PROD00223,1,3633.02,0.3,2543.11,575.79,13.33
ITEM0008676,ORD005049,PROD00324,1,2581.4,0.0,2581.4,720.12,22.5
ITEM0008677,ORD005049,PROD00346,1,141.91,0.0,141.91,39.42,22.5
ITEM0008678,ORD005049,PROD00243,1,2208.88,0.05,2098.44,655.55,22.5
ITEM0008679,ORD005049,PROD00079,1,42435.92,0.0,42435.92,10554.58,22.5
ITEM0008680,ORD005050,PROD00014,1,4007.49,0.0,4007.49,742.68,45.0
ITEM0008681,ORD005050,PROD00278,3,4458.32,0.05,12706.21,5573.65,45.0
ITEM0008682,ORD005051,PROD00111,2,29995.49,0.1,53991.88,9483.24,20.0
ITEM0008683,ORD005051,PROD00175,1,14010.68,0.0,14010.68,4060.02,20.0
ITEM0008684,ORD005052,PROD00256,1,1837.45,0.25,1378.09,359.85,40.0
ITEM0008685,ORD005053,PROD00462,1,360.38,0.0,360.38,46.12,90.0
ITEM0008686,ORD005054,PROD00487,1,1345.96,0.0,1345.96,519.6,40.0
ITEM0008687,ORD005055,PROD00317,1,8266.31,0.0,8266.31,2709.06,40.0
ITEM0008688,ORD005056,PROD00201,1,9048.42,0.0,9048.42,3359.29,20.0
ITEM0008689,ORD005056,PROD00358,1,973.6,0.25,730.2,-1.16,20.0
ITEM0008690,ORD005057,PROD00041,1,28598.91,0.0,28598.91,8267.29,40.0
ITEM0008691,ORD005058,PROD00416,2,1389.9,0.2,2223.84,241.26,90.0
ITEM0008692,ORD005059,PROD00123,1,19827.77,0.2,15862.22,1262.15,30.0
ITEM0008693,ORD005059,PROD00157,1,9049.52,0.1,8144.57,618.18,30.0
ITEM0008694,ORD005059,PROD00215,3,1223.28,0.0,3669.84,1556.19,30.0
ITEM0008695,ORD005060,PROD00041,1,28598.91,0.0,28598.91,8262.29,45.0
ITEM0008696,ORD005060,PROD00228,1,1897.32,0.0,1897.32,608.93,45.0
ITEM0008697,ORD005061,PROD00355,1,1032.15,0.2,825.72,92.93,40.0
ITEM0008698,ORD005062,PROD00120,2,14392.16,0.1,25905.89,3601.27,40.0
ITEM0008699,ORD005063,PROD00472,1,365.63,0.0,365.63,71.57,40.0
ITEM0008700,ORD005064,PROD00319,1,12316.48,0.15,10469.01,853.68,13.33
ITEM0008701,ORD005064,PROD00406,1,1030.18,0.0,1030.18,278.49,13.33
ITEM0008702,ORD005064,PROD00247,4,3675.45,0.0,14701.8,7972.95,13.33
ITEM0008703,ORD005065,PROD00187,1,7408.97,0.05,7038.52,1256.51,40.0
ITEM0008704,ORD005066,PROD00245,3,911.93,0.0,2735.79,788.64,150.0
ITEM0008705,ORD005067,PROD00104,1,42635.5,0.1,38371.95,6675.09,10.0
ITEM0008706,ORD005067,PROD00184,1,4453.8,0.05,4231.11,1381.34,10.0
ITEM0008707,ORD005067,PROD00194,1,3497.89,0.05,3323.0,687.31,10.0
ITEM0008708,ORD005067,PROD00386,1,1123.54,0.0,1123.54,398.17,10.0
ITEM0008709,ORD005068,PROD00123,1,19827.77,0.3,13879.44,-730.63,40.0
ITEM0008710,ORD005069,PROD00283,2,4391.48,0.0,8782.96,3977.3,20.0
ITEM0008711,ORD005069,PROD00102,1,39083.28,0.0,39083.28,8136.55,20.0
ITEM0008712,ORD005070,PROD00498,1,1355.75,0.0,1355.75,400.88,150.0
ITEM0008713,ORD005071,PROD00147,1,19813.97,0.15,16841.87,2136.15,40.0
ITEM0008714,ORD005072,PROD00014,1,4007.49,0.15,3406.37,141.56,45.0
ITEM0008715,ORD005072,PROD00020,1,40035.62,0.05,38033.84,3279.21,45.0
ITEM0008716,ORD005073,PROD00147,1,19813.97,0.2,15851.18,1175.46,10.0
ITEM0008717,ORD005073,PROD00367,2,875.79,0.0,1751.58,609.3,10.0
ITEM0008718,ORD005073,PROD00495,1,1721.15,0.0,1721.15,718.29,10.0
ITEM0008719,ORD005073,PROD00456,1,4243.35,0.1,3819.02,1725.4,10.0
ITEM0008720,ORD005074,PROD00366,1,1098.49,0.0,1098.49,435.85,40.0
ITEM0008721,ORD005075,PROD00092,1,20931.45,0.0,20931.45,6149.24,20.0
ITEM0008722,ORD005075,PROD00455,2,2481.44,0.25,3722.16,1178.7,20.0
ITEM0008723,ORD005076,PROD00485,3,776.11,0.0,2328.33,606.14,40.0
ITEM0008724,ORD005077,PROD00245,4,911.93,0.15,3100.56,684.36,20.0
ITEM0008725,ORD005077,PROD00179,1,7686.31,0.15,6533.36,1371.15,20.0
ITEM0008726,ORD005078,PROD00128,1,31299.75,0.05,29734.76,6667.12,40.0
ITEM0008727,ORD005079,PROD00081,1,36368.49,0.05,34550.07,7303.62,20.0
ITEM0008728,ORD005079,PROD00155,2,31834.2,0.0,63668.4,10422.46,20.0
ITEM0008729,ORD005080,PROD00176,1,11039.15,0.0,11039.15,2296.78,90.0
ITEM0008730,ORD005081,PROD00432,1,2774.67,0.05,2635.94,1093.84,45.0
ITEM0008731,ORD005081,PROD00097,1,41582.19,0.1,37423.97,7462.88,45.0
ITEM0008732,ORD005082,PROD00093,1,19797.57,0.05,18807.69,2202.35,50.0
ITEM0008733,ORD005082,PROD00022,1,54030.86,0.05,51329.32,13034.31,50.0
ITEM0008734,ORD005082,PROD00364,1,381.88,0.0,381.88,114.88,50.0
ITEM0008735,ORD005083,PROD00087,2,43735.56,0.0,87471.12,13730.07,13.33
ITEM0008736,ORD005083,PROD00339,5,776.14,0.3,2716.49,282.46,13.33
ITEM0008737,ORD005083,PROD00432,2,2774.67,0.1,4994.41,1986.88,13.33
ITEM0008738,ORD005084,PROD00330,3,21121.02,0.0,63363.06,18442.35,90.0
ITEM0008739,ORD005085,PROD00369,1,957.63,0.0,957.63,204.96,20.0
ITEM0008740,ORD005085,PROD00345,3,342.25,0.0,1026.75,370.78,20.0
ITEM0008741,ORD005086,PROD00397,1,479.03,0.0,479.03,161.58,45.0
ITEM0008742,ORD005086,PROD00359,1,1285.57,0.0,1285.57,330.65,45.0
ITEM0008743,ORD005087,PROD00164,1,48338.76,0.0,48338.76,9645.32,10.0
ITEM0008744,ORD005087,PROD00371,1,216.43,0.0,216.43,74.03,10.0
ITEM0008745,ORD005087,PROD00107,1,34463.08,0.0,34463.08,9377.68,10.0
ITEM0008746,ORD005087,PROD00077,1,25744.97,0.0,25744.97,7758.01,10.0
ITEM0008747,ORD005088,PROD00304,1,16097.93,0.0,16097.93,4708.48,90.0
ITEM0008748,ORD005089,PROD00155,2,31834.2,0.15,54118.14,852.2,40.0
ITEM0008749,ORD005090,PROD00022,3,54030.86,0.0,162092.58,47317.55,40.0
ITEM0008750,ORD005091,PROD00448,2,965.27,0.0,1930.54,611.02,20.0
ITEM0008751,ORD005091,PROD00255,1,959.73,0.0,959.73,374.61,20.0
ITEM0008752,ORD005092,PROD00498,1,1355.75,0.0,1355.75,530.88,20.0
ITEM0008753,ORD005092,PROD00446,2,821.56,0.05,1560.96,469.66,20.0
ITEM0008754,ORD005093,PROD00370,1,1067.76,0.1,960.98,101.56,90.0
ITEM0008755,ORD005094,PROD00287,1,4378.41,0.0,4378.41,1772.53,150.0
ITEM0008756,ORD005095,PROD00291,1,4176.77,0.1,3759.09,1740.65,22.5
ITEM0008757,ORD005095,PROD00380,1,196.49,0.0,196.49,49.79,22.5
ITEM0008758,ORD005095,PROD00233,2,1433.54,0.0,2867.08,1025.86,22.5
ITEM0008759,ORD005095,PROD00443,1,2614.61,0.0,2614.61,1016.61,22.5
ITEM0008760,ORD005096,PROD00141,1,10317.25,0.0,10317.25,2002.18,10.0
ITEM0008761,ORD005096,PROD00048,1,32849.99,0.0,32849.99,8248.26,10.0
ITEM0008762,ORD005096,PROD00350,2,1466.88,0.0,2933.76,1006.06,10.0
ITEM0008763,ORD005096,PROD00330,1,21121.02,0.1,19008.92,4055.35,10.0
ITEM0008764,ORD005097,PROD00022,3,54030.86,0.1,145883.32,31108.29,40.0
ITEM0008765,ORD005098,PROD00010,1,7200.61,0.0,7200.61,1342.56,20.0
ITEM0008766,ORD005098,PROD00204,1,13096.96,0.05,12442.11,3859.09,20.0
ITEM0008767,ORD005099,PROD00050,2,9369.78,0.0,18739.56,4772.82,20.0
ITEM0008768,ORD005099,PROD00064,1,11250.27,0.0,11250.27,3357.24,20.0
ITEM0008769,ORD005100,PROD00254,1,570.22,0.0,570.22,260.19,20.0
ITEM0008770,ORD005100,PROD00383,1,1249.25,0.0,1249.25,410.99,20.0
ITEM0008771,ORD005101,PROD00360,1,558.84,0.0,558.84,155.06,40.0
ITEM0008772,ORD005102,PROD00210,1,2624.85,0.0,2624.85,733.29,40.0
ITEM0008773,ORD005103,PROD00070,1,43395.0,0.05,41225.25,5857.79,40.0
ITEM0008774,ORD005104,PROD00495,1,1721.15,0.15,1462.98,460.12,10.0
ITEM0008775,ORD005104,PROD00054,1,30941.78,0.0,30941.78,4080.68,10.0
ITEM0008776,ORD005104,PROD00045,1,16213.88,0.0,16213.88,2286.9,10.0
ITEM0008777,ORD005104,PROD00337,4,1580.19,0.05,6004.72,2226.72,10.0
ITEM0008778,ORD005105,PROD00239,1,2458.87,0.1,2212.98,1041.41,40.0
ITEM0008779,ORD005106,PROD00441,1,782.34,0.0,782.34,237.57,40.0
ITEM0008780,ORD005107,PROD00301,1,9604.81,0.0,9604.81,3524.7,10.0
ITEM0008781,ORD005107,PROD00458,1,2315.73,0.0,2315.73,1072.88,10.0
ITEM0008782,ORD005107,PROD00390,1,1486.36,0.0,1486.36,483.16,10.0
ITEM0008783,ORD005107,PROD00199,1,8365.87,0.0,8365.87,2334.44,10.0
ITEM0008784,ORD005108,PROD00092,1,20931.45,0.0,20931.45,6079.24,90.0
ITEM0008785,ORD005109,PROD00259,1,2589.81,0.0,2589.81,836.9,30.0
ITEM0008786,ORD005109,PROD00306,2,19666.16,0.0,39332.32,11640.92,30.0
ITEM0008787,ORD005109,PROD00015,2,43929.89,0.0,87859.78,17225.84,30.0
ITEM0008788,ORD005110,PROD00140,1,12595.4,0.15,10706.09,73.33,90.0
ITEM0008789,ORD005111,PROD00084,1,12758.14,0.05,12120.23,2711.69,20.0
ITEM0008790,ORD005111,PROD00288,4,3506.22,0.2,11219.9,3258.94,20.0
ITEM0008791,ORD005112,PROD00408,1,894.42,0.1,804.98,184.07,40.0
ITEM0008792,ORD005113,PROD00216,2,2153.94,0.15,3661.7,1100.6,75.0
ITEM0008793,ORD005113,PROD00219,3,731.78,0.0,2195.34,1106.46,75.0
ITEM0008794,ORD005114,PROD00174,1,15044.91,0.0,15044.91,4406.03,75.0
ITEM0008795,ORD005114,PROD00074,2,6286.26,0.1,11315.27,1922.27,75.0
ITEM0008796,ORD005115,PROD00253,1,4274.81,0.0,4274.81,2119.59,90.0
ITEM0008797,ORD005116,PROD00284,1,3631.28,0.0,3631.28,1929.24,40.0
ITEM0008798,ORD005117,PROD00230,1,680.11,0.0,680.11,202.47,90.0
ITEM0008799,ORD005118,PROD00502,2,360.37,0.0,720.74,178.22,40.0
ITEM0008800,ORD005119,PROD00181,1,19825.5,0.05,18834.22,6161.15,13.33
ITEM0008801,ORD005119,PROD00225,4,1665.27,0.0,6661.08,3333.67,13.33
ITEM0008802,ORD005119,PROD00201,2,9048.42,0.05,17192.0,5840.41,13.33
ITEM0008803,ORD005120,PROD00091,4,31815.65,0.05,120899.47,17593.71,40.0
ITEM0008804,ORD005121,PROD00387,1,448.6,0.0,448.6,85.86,40.0
ITEM0008805,ORD005122,PROD00145,1,37277.04,0.0,37277.04,6238.9,40.0
ITEM0008806,ORD005123,PROD00278,1,4458.32,0.05,4235.4,1782.88,90.0
ITEM0008807,ORD005124,PROD00202,1,15489.45,0.05,14714.98,2992.78,10.0
ITEM0008808,ORD005124,PROD00155,1,31834.2,0.0,31834.2,5211.23,10.0
ITEM0008809,ORD005124,PROD00344,2,1638.54,0.0,3277.08,1329.64,10.0
ITEM0008810,ORD005124,PROD00089,2,25904.39,0.0,51808.78,15366.48,10.0
ITEM0008811,ORD005125,PROD00155,1,31834.2,0.0,31834.2,5181.23,40.0
ITEM0008812,ORD005126,PROD00288,1,3506.22,0.15,2980.29,905.05,90.0
ITEM0008813,ORD005127,PROD00448,1,965.27,0.0,965.27,302.18,13.33
ITEM0008814,ORD005127,PROD00432,1,2774.67,0.05,2635.94,1125.51,13.33
ITEM0008815,ORD005127,PROD00289,1,944.38,0.0,944.38,272.27,13.33
ITEM0008816,ORD005128,PROD00065,1,12583.06,0.0,12583.06,3727.35,40.0
ITEM0008817,ORD005129,PROD00126,1,15051.67,0.0,15051.67,2257.72,40.0
ITEM0008818,ORD005130,PROD00426,1,3916.21,0.0,3916.21,1425.34,13.33
ITEM0008819,ORD005130,PROD00073,2,24252.22,0.15,41228.77,4075.06,13.33
ITEM0008820,ORD005130,PROD00382,1,1154.75,0.0,1154.75,445.14,13.33
ITEM0008821,ORD005131,PROD00397,1,479.03,0.0,479.03,56.58,150.0
ITEM0008822,ORD005132,PROD00138,1,15988.37,0.0,15988.37,2995.38,45.0
ITEM0008823,ORD005132,PROD00141,1,10317.25,0.15,8769.66,419.59,45.0
ITEM0008824,ORD005133,PROD00405,2,394.75,0.0,789.5,283.16,20.0
ITEM0008825,ORD005133,PROD00200,2,15157.03,0.0,30314.06,9736.54,20.0
ITEM0008826,ORD005134,PROD00010,1,7200.61,0.0,7200.61,1322.56,40.0
ITEM0008827,ORD005135,PROD00150,1,53283.66,0.0,53283.66,13695.13,40.0
ITEM0008828,ORD005136,PROD00063,1,13558.54,0.2,10846.83,-655.3,20.0
ITEM0008829,ORD005136,PROD00059,1,10065.91,0.05,9562.61,2571.46,20.0
ITEM0008830,ORD005137,PROD00009,1,6260.65,0.05,5947.62,1284.52,20.0
ITEM0008831,ORD005137,PROD00275,1,1380.12,0.05,1311.11,358.13,20.0
ITEM0008832,ORD005138,PROD00469,1,319.35,0.1,287.42,-4.71,90.0
ITEM0008833,ORD005139,PROD00034,1,14512.98,0.0,14512.98,3239.08,40.0
ITEM0008834,ORD005140,PROD00108,1,34273.73,0.0,34273.73,10243.71,40.0
ITEM0008835,ORD005141,PROD00149,1,6553.03,0.0,6553.03,1056.76,150.0
ITEM0008836,ORD005142,PROD00016,1,8854.69,0.0,8854.69,1412.24,13.33
ITEM0008837,ORD005142,PROD00106,1,28477.6,0.15,24205.96,761.79,13.33
ITEM0008838,ORD005142,PROD00502,1,360.37,0.0,360.37,95.78,13.33
ITEM0008839,ORD005143,PROD00384,1,950.51,0.0,950.51,219.65,150.0
ITEM0008840,ORD005144,PROD00331,1,20309.52,0.05,19294.04,5040.78,20.0
ITEM0008841,ORD005144,PROD00092,3,20931.45,0.0,62794.35,18487.72,20.0
ITEM0008842,ORD005145,PROD00156,2,23031.83,0.0,46063.66,10396.4,90.0
ITEM0008843,ORD005146,PROD00366,1,1098.49,0.0,1098.49,455.85,20.0
ITEM0008844,ORD005146,PROD00420,1,1203.95,0.0,1203.95,333.53,20.0
ITEM0008845,ORD005147,PROD00231,1,1812.45,0.0,1812.45,619.83,40.0
ITEM0008846,ORD005148,PROD00103,4,3589.9,0.0,14359.6,3390.86,22.5
ITEM0008847,ORD005148,PROD00189,2,15145.73,0.15,25747.74,1586.14,22.5
ITEM0008848,ORD005148,PROD00324,1,2581.4,0.0,2581.4,720.12,22.5
ITEM0008849,ORD005148,PROD00069,1,33495.36,0.0,33495.36,7096.55,22.5
ITEM0008850,ORD005149,PROD00086,1,44236.47,0.0,44236.47,11640.3,40.0
ITEM0008851,ORD005150,PROD00218,1,3115.91,0.0,3115.91,957.83,45.0
ITEM0008852,ORD005150,PROD00401,1,1724.18,0.05,1637.97,619.29,45.0
ITEM0008853,ORD005151,PROD00318,5,2774.61,0.0,13873.05,3262.85,90.0
ITEM0008854,ORD005152,PROD00187,4,7408.97,0.05,28154.09,5166.05,20.0
ITEM0008855,ORD005152,PROD00286,1,1384.93,0.1,1246.44,261.65,20.0
ITEM0008856,ORD005153,PROD00222,1,2719.94,0.2,2175.95,826.91,40.0
ITEM0008857,ORD005154,PROD00068,1,34380.74,0.0,34380.74,7259.48,40.0
ITEM0008858,ORD005155,PROD00491,1,1234.63,0.05,1172.9,408.84,13.33
ITEM0008859,ORD005155,PROD00086,1,44236.47,0.0,44236.47,11666.97,13.33
ITEM0008860,ORD005155,PROD00339,2,776.14,0.0,1552.28,570.67,13.33
ITEM0008861,ORD005156,PROD00492,1,1357.91,0.0,1357.91,548.97,13.33
ITEM0008862,ORD005156,PROD00489,1,955.33,0.05,907.56,223.24,13.33
ITEM0008863,ORD005156,PROD00085,1,31014.53,0.1,27913.08,969.55,13.33
ITEM0008864,ORD005157,PROD00087,1,43735.56,0.05,41548.78,4639.92,45.0
ITEM0008865,ORD005157,PROD00066,1,37743.4,0.0,37743.4,5778.17,45.0
ITEM0008866,ORD005158,PROD00246,1,2345.37,0.15,1993.56,686.47,40.0
ITEM0008867,ORD005159,PROD00137,2,10114.57,0.15,17194.77,1253.29,45.0
ITEM0008868,ORD005159,PROD00459,1,3286.21,0.1,2957.59,1121.66,45.0
ITEM0008869,ORD005160,PROD00369,1,957.63,0.0,957.63,184.96,40.0
ITEM0008870,ORD005161,PROD00458,1,2315.73,0.0,2315.73,1062.88,20.0
ITEM0008871,ORD005161,PROD00384,1,950.51,0.0,950.51,349.65,20.0
ITEM0008872,ORD005162,PROD00114,1,29359.47,0.0,29359.47,7493.09,40.0
ITEM0008873,ORD005163,PROD00394,4,331.91,0.1,1194.88,121.76,90.0
ITEM0008874,ORD005164,PROD00023,4,51760.99,0.0,207043.96,60234.52,90.0
ITEM0008875,ORD005165,PROD00482,1,306.87,0.0,306.87,107.16,20.0
ITEM0008876,ORD005165,PROD00271,1,3328.57,0.0,3328.57,1472.35,20.0
ITEM0008877,ORD005166,PROD00400,1,1477.5,0.2,1182.0,226.0,40.0
ITEM0008878,ORD005167,PROD00223,1,3633.02,0.15,3088.07,1044.08,90.0
ITEM0008879,ORD005168,PROD00148,1,28092.05,0.0,28092.05,7219.23,45.0
ITEM0008880,ORD005168,PROD00464,1,225.18,0.0,225.18,30.86,45.0
ITEM0008881,ORD005169,PROD00261,2,3147.52,0.0,6295.04,2770.94,40.0
ITEM0008882,ORD005170,PROD00323,1,18272.69,0.3,12790.88,375.25,150.0
ITEM0008883,ORD005171,PROD00385,1,1381.2,0.0,1381.2,515.57,40.0
ITEM0008884,ORD005172,PROD00211,1,2824.85,0.15,2401.12,1053.5,20.0
ITEM0008885,ORD005172,PROD00504,1,1108.11,0.0,1108.11,443.24,20.0
ITEM0008886,ORD005173,PROD00096,1,2792.36,0.0,2792.36,548.31,20.0
ITEM0008887,ORD005173,PROD00114,1,29359.47,0.0,29359.47,7513.09,20.0
ITEM0008888,ORD005174,PROD00401,1,1724.18,0.05,1637.97,624.29,40.0
ITEM0008889,ORD005175,PROD00342,1,494.07,0.0,494.07,106.89,22.5
ITEM0008890,ORD005175,PROD00220,1,2402.93,0.0,2402.93,1235.57,22.5
ITEM0008891,ORD005175,PROD00379,2,1043.35,0.0,2086.7,832.16,22.5
ITEM0008892,ORD005175,PROD00274,1,2151.97,0.0,2151.97,774.85,22.5
ITEM0008893,ORD005176,PROD00447,1,3378.02,0.0,3378.02,1337.89,40.0
ITEM0008894,ORD005177,PROD00314,1,2880.22,0.0,2880.22,801.91,40.0
ITEM0008895,ORD005178,PROD00481,5,391.95,0.15,1665.79,507.09,20.0
ITEM0008896,ORD005178,PROD00249,2,1473.17,0.1,2651.71,612.77,20.0
ITEM0008897,ORD005179,PROD00258,2,748.13,0.05,1421.45,606.55,40.0
ITEM0008898,ORD005180,PROD00382,1,1154.75,0.2,923.8,187.52,40.0
ITEM0008899,ORD005181,PROD00373,1,444.78,0.0,444.78,101.14,40.0
ITEM0008900,ORD005182,PROD00363,1,933.38,0.0,933.38,324.62,13.33
ITEM0008901,ORD005182,PROD00209,1,20317.79,0.0,20317.79,6581.94,13.33
ITEM0008902,ORD005182,PROD00111,3,29995.49,0.0,89986.47,23240.18,13.33
ITEM0008903,ORD005183,PROD00464,1,225.18,0.15,191.4,-2.92,45.0
ITEM0008904,ORD005183,PROD00488,1,1153.19,0.0,1153.19,375.16,45.0
ITEM0008905,ORD005184,PROD00050,2,9369.78,0.0,18739.56,4752.82,40.0
ITEM0008906,ORD005185,PROD00428,1,810.11,0.0,810.11,406.6,13.33
ITEM0008907,ORD005185,PROD00292,1,2209.66,0.1,1988.69,928.92,13.33
ITEM0008908,ORD005185,PROD00002,1,20899.18,0.25,15674.39,-2371.97,13.33
ITEM0008909,ORD005186,PROD00365,2,1699.59,0.0,3399.18,1381.14,90.0
ITEM0008910,ORD005187,PROD00036,1,39871.33,0.0,39871.33,12243.48,40.0
ITEM0008911,ORD005188,PROD00458,1,2315.73,0.0,2315.73,1037.88,45.0
ITEM0008912,ORD005188,PROD00376,1,562.99,0.0,562.99,118.82,45.0
ITEM0008913,ORD005189,PROD00344,1,1638.54,0.15,1392.76,384.04,40.0
ITEM0008914,ORD005190,PROD00359,1,1285.57,0.1,1157.01,237.09,10.0
ITEM0008915,ORD005190,PROD00367,2,875.79,0.0,1751.58,609.3,10.0
ITEM0008916,ORD005190,PROD00362,1,1108.87,0.0,1108.87,330.75,10.0
ITEM0008917,ORD005190,PROD00109,1,6633.74,0.0,6633.74,1735.87,10.0
ITEM0008918,ORD005191,PROD00317,1,8266.31,0.0,8266.31,2709.06,40.0
ITEM0008919,ORD005192,PROD00001,1,13475.05,0.0,13475.05,2155.83,13.33
ITEM0008920,ORD005192,PROD00400,4,1477.5,0.05,5614.5,1937.17,13.33
ITEM0008921,ORD005192,PROD00225,1,1665.27,0.0,1665.27,823.42,13.33
ITEM0008922,ORD005193,PROD00155,1,31834.2,0.0,31834.2,5131.23,90.0
ITEM0008923,ORD005194,PROD00038,2,24315.13,0.1,43767.23,5632.61,40.0
ITEM0008924,ORD005195,PROD00469,1,319.35,0.05,303.38,56.25,45.0
ITEM0008925,ORD005195,PROD00095,1,48216.76,0.15,40984.25,4555.39,45.0
ITEM0008926,ORD005196,PROD00377,1,1218.74,0.0,1218.74,418.39,40.0
ITEM0008927,ORD005197,PROD00420,2,1203.95,0.05,2287.51,566.67,20.0
ITEM0008928,ORD005197,PROD00096,1,2792.36,0.0,2792.36,548.31,20.0
ITEM0008929,ORD005198,PROD00233,1,1433.54,0.0,1433.54,434.18,90.0
ITEM0008930,ORD005199,PROD00373,1,444.78,0.0,444.78,118.64,22.5
ITEM0008931,ORD005199,PROD00458,3,2315.73,0.1,6252.47,2531.42,22.5
ITEM0008932,ORD005199,PROD00385,1,1381.2,0.0,1381.2,533.07,22.5
ITEM0008933,ORD005199,PROD00142,3,38308.63,0.0,114925.89,30394.11,22.5
ITEM0008934,ORD005200,PROD00200,1,15157.03,0.0,15157.03,4838.27,40.0
ITEM0008935,ORD005201,PROD00011,1,12253.29,0.0,12253.29,2247.02,45.0
ITEM0008936,ORD005201,PROD00379,1,1043.35,0.15,886.85,225.83,45.0
ITEM0008937,ORD005202,PROD00064,1,11250.27,0.0,11250.27,3357.24,20.0
ITEM0008938,ORD005202,PROD00126,1,15051.67,0.0,15051.67,2277.72,20.0
ITEM0008939,ORD005203,PROD00286,1,1384.93,0.0,1384.93,380.14,40.0
ITEM0008940,ORD005204,PROD00444,4,1602.7,0.05,6090.26,1702.5,20.0
ITEM0008941,ORD005204,PROD00355,1,1032.15,0.1,928.94,216.15,20.0
ITEM0008942,ORD005205,PROD00423,1,2333.55,0.0,2333.55,861.35,40.0
ITEM0008943,ORD005206,PROD00320,1,4988.44,0.2,3990.75,580.61,13.33
ITEM0008944,ORD005206,PROD00429,1,3665.02,0.0,3665.02,1337.64,13.33
ITEM0008945,ORD005206,PROD00219,1,731.78,0.0,731.78,380.49,13.33
ITEM0008946,ORD005207,PROD00015,1,43929.89,0.15,37340.41,2025.11,13.33
ITEM0008947,ORD005207,PROD00088,1,52534.14,0.1,47280.73,7727.49,13.33
ITEM0008948,ORD005207,PROD00179,1,7686.31,0.05,7301.99,2146.45,13.33
ITEM0008949,ORD005208,PROD00423,1,2333.55,0.0,2333.55,856.35,45.0
ITEM0008950,ORD005208,PROD00304,1,16097.93,0.15,13683.24,2338.79,45.0
