product_id,product_name,category_id,category,subcategory,unit_cost,unit_price
PROD00320,Urban Yoga Mats Ultra 257,8,Sports,Yoga Mats,3396.81,4988.44
PROD00321,Urban Cricket Gear X 945,8,Sports,Cricket Gear,13092.94,16738.38
PROD00322,Volt Cricket Gear Ultra 526,8,Sports,Cricket Gear,9653.52,12169.23
PROD00323,Nova Cricket Gear Plus 350,8,Sports,Cricket Gear,12265.63,18272.69
PROD00324,Eco Cricket Gear X 805,8,Sports,Cricket Gear,1838.78,2581.4
PROD00325,Eco Cycling Pro 448,8,Sports,Cycling,9493.24,12905.15
PROD00326,Pulse Cricket Gear Plus 233,8,Sports,Cricket Gear,11649.31,16661.34
PROD00327,Pulse Fitness Equipment Pro 577,8,Sports,Fitness Equipment,2715.31,3821.41
PROD00328,Aura Yoga Mats X 397,8,Sports,Yoga Mats,14235.39,22099.83
PROD00329,Volt Cycling Pro 933,8,Sports,Cycling,5584.1,8109.18
PROD00330,Volt Cricket Gear Pro 610,8,Sports,Cricket Gear,14943.57,21121.02
PROD00331,Eco Cricket Gear X 192,8,Sports,Cricket Gear,14233.26,20309.52
PROD00332,Volt Yoga Mats Ultra 461,8,Sports,Yoga Mats,1681.21,2267.07
PROD00333,Nova Cycling Ultra 108,8,Sports,Cycling,12860.41,18015.18
PROD00334,Pulse Cricket Gear Plus 474,8,Sports,Cricket Gear,1633.39,2070.99
PROD00335,Pulse Yoga Mats Ultra 395,8,Sports,Yoga Mats,2029.44,2894.98
PROD00336,Urban Cricket Gear Max 725,8,Sports,Cricket Gear,2663.35,4238.14
PROD00337,Pulse Self-Help Lite 671,9,Books,Self-Help,942.0,1580.19
PROD00338,Urban Non-Fiction Ultra 511,9,Books,Non-Fiction,525.07,694.49
PROD00339,Pulse Non-Fiction Plus 631,9,Books,Non-Fiction,484.14,776.14
PROD00340,Pulse Non-Fiction Ultra 426,9,Books,Non-Fiction,204.38,366.92
PROD00341,Urban Technical Lite 619,9,Books,Technical,836.87,1310.69
PROD00342,Eco Technical X 477,9,Books,Technical,364.68,494.07
PROD00343,Urban Self-Help Lite 915,9,Books,Self-Help,903.83,1569.09
PROD00344,Urban Fiction Plus 371,9,Books,Fiction,968.72,1638.54
PROD00345,Apex Non-Fiction Ultra 591,9,Books,Non-Fiction,211.99,342.25
PROD00346,Zenith Self-Help Max 348,9,Books,Self-Help,79.99,141.91
PROD00347,Volt Fiction X 551,9,Books,Fiction,348.01,478.76
PROD00348,Titan Non-Fiction Ultra 893,9,Books,Non-Fiction,630.9,968.94
PROD00349,Zenith Fiction Ultra 312,9,Books,Fiction,582.84,1048.57
PROD00350,Pro Self-Help Plus 421,9,Books,Self-Help,958.85,1466.88
PROD00351,Pro Technical Lite 792,9,Books,Technical,783.39,1300.79
PROD00352,Urban Technical Plus 296,9,Books,Technical,959.47,1381.16
PROD00353,Volt Technical Lite 889,9,Books,Technical,324.55,455.56
PROD00354,Pulse Self-Help Plus 457,9,Books,Self-Help,582.46,1029.35
PROD00355,Nova Technical X 687,9,Books,Technical,692.79,1032.15
PROD00356,Pulse Self-Help Pro 397,9,Books,Self-Help,89.96,159.92
PROD00357,Pulse Fiction Plus 771,9,Books,Fiction,293.62,452.04
PROD00358,Pro Non-Fiction Lite 675,9,Books,Non-Fiction,711.36,973.6
PROD00359,Volt Non-Fiction X 785,9,Books,Non-Fiction,909.92,1285.57
PROD00360,Apex Non-Fiction X 523,9,Books,Non-Fiction,363.78,558.84
PROD00361,Apex Non-Fiction Ultra 261,9,Books,Non-Fiction,436.56,771.63
PROD00362,Eco Self-Help Max 304,9,Books,Self-Help,768.12,1108.87
PROD00363,Apex Technical X 767,9,Books,Technical,595.43,933.38
PROD00364,Zenith Fiction Plus 957,9,Books,Fiction,217.0,381.88
PROD00365,Eco Self-Help Pro 866,9,Books,Self-Help,964.02,1699.59
PROD00366,Apex Fiction Lite 681,9,Books,Fiction,622.64,1098.49
PROD00367,Nova Technical Plus 756,9,Books,Technical,566.14,875.79
PROD00368,Pro Non-Fiction Plus 379,9,Books,Non-Fiction,233.17,316.26
PROD00369,Eco Non-Fiction Max 363,9,Books,Non-Fiction,732.67,957.63
PROD00370,Nova Technical Ultra 790,9,Books,Technical,769.42,1067.76
PROD00371,Titan Self-Help Ultra 435,9,Books,Self-Help,132.4,216.43
PROD00372,Zenith Non-Fiction Plus 431,9,Books,Non-Fiction,939.03,1223.95
PROD00373,Volt Self-Help Plus 871,9,Books,Self-Help,303.64,444.78
PROD00374,Nova Fiction Max 468,9,Books,Fiction,708.13,942.57
PROD00375,Eco Fiction Lite 263,9,Books,Fiction,435.15,675.02
PROD00376,Aura Technical Max 402,9,Books,Technical,399.17,562.99
PROD00377,Eco Non-Fiction Pro 565,9,Books,Non-Fiction,760.35,1218.74
PROD00378,Pro Self-Help Plus 875,9,Books,Self-Help,560.64,914.99
PROD00379,Volt Snacks Max 872,10,Grocery,Snacks,616.02,1043.35
PROD00380,Pro Organic Max 470,10,Grocery,Organic,124.2,196.49
PROD00381,Pro Beverages Ultra 307,10,Grocery,Beverages,594.07,816.8
PROD00382,Pro Staples Plus 219,10,Grocery,Staples,696.28,1154.75
PROD00383,Aura Organic Ultra 556,10,Grocery,Organic,818.26,1249.25
PROD00384,Eco Organic Ultra 159,10,Grocery,Organic,580.86,950.51
PROD00385,Apex Staples Plus 360,10,Grocery,Staples,825.63,1381.2
PROD00386,Apex Beverages Plus 452,10,Grocery,Beverages,715.37,1123.54
PROD00387,Aura Beverages Plus 132,10,Grocery,Beverages,322.74,448.6
PROD00388,Titan Snacks Lite 491,10,Grocery,Snacks,476.11,837.27
PROD00389,Titan Organic X 799,10,Grocery,Organic,965.94,1678.1
PROD00390,Pulse Snacks X 282,10,Grocery,Snacks,993.2,1486.36
PROD00391,Volt Snacks X 874,10,Grocery,Snacks,71.6,103.76
PROD00392,Pro Organic Plus 943,10,Grocery,Organic,268.18,410.4
PROD00393,Nova Snacks Pro 996,10,Grocery,Snacks,738.77,1002.09
PROD00394,Urban Organic X 346,10,Grocery,Organic,245.78,331.91
PROD00395,Eco Beverages Ultra 788,10,Grocery,Beverages,718.12,951.04
PROD00396,Titan Beverages Plus 339,10,Grocery,Beverages,562.77,943.88
PROD00397,Zenith Beverages Ultra 396,10,Grocery,Beverages,272.45,479.03
PROD00398,Urban Staples Ultra 891,10,Grocery,Staples,688.91,1006.03
PROD00399,Zenith Staples Max 633,10,Grocery,Staples,259.99,377.05
PROD00400,Pro Beverages Ultra 852,10,Grocery,Beverages,916.0,1477.5
PROD00401,Pro Organic Plus 148,10,Grocery,Organic,973.68,1724.18
PROD00402,Pro Organic Lite 813,10,Grocery,Organic,445.51,612.4
PROD00403,Zenith Organic Ultra 584,10,Grocery,Organic,278.92,394.02
PROD00404,Eco Snacks X 675,10,Grocery,Snacks,442.04,666.71
PROD00405,Titan Snacks Pro 361,10,Grocery,Snacks,243.17,394.75
PROD00406,Pulse Organic X 648,10,Grocery,Organic,738.36,1030.18
PROD00407,Titan Staples Max 719,10,Grocery,Staples,622.78,1081.64
PROD00408,Urban Snacks Max 787,10,Grocery,Snacks,580.91,894.42
PROD00409,Nova Staples X 316,10,Grocery,Staples,940.3,1674.71
PROD00410,Eco Beverages Pro 812,10,Grocery,Beverages,624.18,875.26
PROD00411,Pro Snacks Lite 894,10,Grocery,Snacks,318.91,488.92
PROD00412,Nova Staples Lite 468,10,Grocery,Staples,537.18,831.89
PROD00413,Eco Beverages Lite 308,10,Grocery,Beverages,402.17,606.06
PROD00414,Zenith Snacks X 367,10,Grocery,Snacks,575.65,916.44
PROD00415,Nova Organic Pro 300,10,Grocery,Organic,363.37,541.4
PROD00416,Eco Snacks Ultra 770,10,Grocery,Snacks,946.29,1389.9
PROD00417,Eco Organic Plus 272,10,Grocery,Organic,746.13,1101.36
PROD00418,Pro Snacks Plus 288,10,Grocery,Snacks,921.05,1447.04
PROD00419,Pro Beverages X 959,10,Grocery,Beverages,854.36,1514.44
PROD00420,Apex Beverages Plus 240,10,Grocery,Beverages,850.42,1203.95
PROD00421,Apex Action Figures Pro 617,11,Toys,Action Figures,1248.82,1808.74
PROD00422,Eco Educational X 106,11,Toys,Educational,1424.09,2462.35
PROD00423,Pro Board Games Max 381,11,Toys,Board Games,1432.2,2333.55
PROD00424,Zenith Educational X 198,11,Toys,Educational,1406.09,2239.58
PROD00425,Pulse Puzzles Lite 914,11,Toys,Puzzles,1112.86,1890.13
PROD00426,Eco Educational Ultra 349,11,Toys,Educational,2477.54,3916.21
PROD00427,apex board games x 515,11,Toys,Board Games,1072.31,1975.36
PROD00428,Apex Board Games Max 275,11,Toys,Board Games,390.18,810.11
PROD00429,Urban Puzzles X 640,11,Toys,Puzzles,2314.05,3665.02
PROD00430,Nova Educational X 176,11,Toys,Educational,1774.19,2881.81
PROD00431,Zenith Board Games Lite 116,11,Toys,Board Games,2411.38,4508.38
PROD00432,Aura Educational Lite 266,11,Toys,Educational,1497.1,2774.67
PROD00433,Pro Educational Lite 493,11,Toys,Educational,1937.9,2930.03
PROD00434,Pro Board Games Max 454,11,Toys,Board Games,323.5,566.02
PROD00435,Pulse Board Games Ultra 887,11,Toys,Board Games,1611.89,3024.69
PROD00436,Apex Puzzles Max 379,11,Toys,Puzzles,2002.16,3524.68
PROD00437,pulse action figures ultra 484,11,Toys,Action Figures,1193.25,2319.39
PROD00438,Aura Educational Ultra 402,11,Toys,Educational,2035.53,4010.98
PROD00439,Nova Board Games Pro 489,11,Toys,Board Games,1836.86,3503.11
PROD00440,Pulse Educational Lite 209,11,Toys,Educational,410.5,884.36
PROD00441,Pulse Educational Lite 204,11,Toys,Educational,504.77,782.34
PROD00442,Pro Educational Ultra 624,11,Toys,Educational,1138.5,1617.82
PROD00443,Pro Puzzles X 711,11,Toys,Puzzles,1575.5,2614.61
PROD00444,Apex Educational Lite 523,11,Toys,Educational,1091.94,1602.7
PROD00445,Urban Action Figures Ultra 273,11,Toys,Action Figures,1776.23,2727.58
PROD00446,Nova Puzzles Lite 604,11,Toys,Puzzles,535.65,821.56
PROD00447,Titan Puzzles Lite 595,11,Toys,Puzzles,2000.13,3378.02
PROD00448,Eco Action Figures Ultra 731,11,Toys,Action Figures,649.76,965.27
PROD00449,Apex Puzzles Plus 440,11,Toys,Puzzles,2135.71,3639.06
PROD00450,Eco Puzzles Lite 540,11,Toys,Puzzles,2075.59,4333.02
PROD00451,Nova Action Figures Lite 717,11,Toys,Action Figures,2378.74,3712.46
PROD00452,Zenith Puzzles Plus 426,11,Toys,Puzzles,870.33,1702.34
PROD00453,Urban Educational Pro 433,11,Toys,Educational,1064.93,2186.5
PROD00454,Pulse Educational X 677,11,Toys,Educational,659.54,1449.55
PROD00455,Pro Action Figures X 844,11,Toys,Action Figures,1261.73,2481.44
PROD00456,Nova Educational Max 170,11,Toys,Educational,2083.62,4243.35
PROD00457,Eco Educational Pro 748,11,Toys,Educational,896.52,1436.35
PROD00458,Titan Action Figures Plus 175,11,Toys,Action Figures,1232.85,2315.73
PROD00459,Pro Educational Ultra 990,11,Toys,Educational,1790.93,3286.21
PROD00460,Pro Puzzles Ultra 753,11,Toys,Puzzles,2303.12,3425.89
PROD00461,Pulse Action Figures Pro 762,11,Toys,Action Figures,1609.16,2977.87
PROD00462,Pulse Educational Plus 208,11,Toys,Educational,224.26,360.38
PROD00463,Eco Pens Lite 500,12,Office Supplies,Pens,489.91,803.34
PROD00464,Pulse Pens X 594,12,Office Supplies,Pens,149.32,225.18
PROD00465,Aura Notebooks Max 245,12,Office Supplies,Notebooks,380.91,560.53
PROD00466,Pro Pens Plus 456,12,Office Supplies,Pens,502.35,763.12
PROD00467,Pulse Paper X 407,12,Office Supplies,Paper,92.45,153.04
PROD00468,Pulse Notebooks Max 211,12,Office Supplies,Notebooks,693.28,958.24
PROD00469,Pro Pens Pro 665,12,Office Supplies,Pens,202.13,319.35
PROD00470,Volt Paper Plus 744,12,Office Supplies,Paper,225.23,364.93
PROD00471,Titan Paper X 855,12,Office Supplies,Paper,633.4,885.91
PROD00472,Titan Paper X 821,12,Office Supplies,Paper,254.06,365.63
PROD00473,Urban Notebooks X 918,12,Office Supplies,Notebooks,878.38,1224.01
PROD00474,Volt Organizers Plus 216,12,Office Supplies,Organizers,299.24,518.07
PROD00475,Urban Organizers Plus 725,12,Office Supplies,Organizers,422.92,573.95
PROD00476,Eco Organizers Ultra 276,12,Office Supplies,Organizers,823.05,1360.5
PROD00477,Urban Organizers Ultra 186,12,Office Supplies,Organizers,688.5,1002.87
PROD00478,Nova Pens X 287,12,Office Supplies,Pens,404.64,554.63
PROD00479,Titan Paper Ultra 241,12,Office Supplies,Paper,596.07,900.96
PROD00480,Pro Paper Max 760,12,Office Supplies,Paper,934.16,1295.32
PROD00481,Eco Pens Lite 243,12,Office Supplies,Pens,227.74,391.95
PROD00482,Pulse Notebooks X 596,12,Office Supplies,Notebooks,179.71,306.87
PROD00483,Titan Paper Max 603,12,Office Supplies,Paper,444.85,765.12
PROD00484,Zenith Paper X 678,12,Office Supplies,Paper,79.32,133.3
PROD00485,Apex Organizers Lite 330,12,Office Supplies,Organizers,560.73,776.11
PROD00486,Urban Paper Max 891,12,Office Supplies,Paper,777.62,1224.65
PROD00487,Urban Notebooks X 374,12,Office Supplies,Notebooks,786.36,1345.96
PROD00488,Pro Organizers X 878,12,Office Supplies,Organizers,733.03,1153.19
PROD00489,Aura Paper Max 949,12,Office Supplies,Paper,670.99,955.33
PROD00490,Eco Notebooks Lite 456,12,Office Supplies,Notebooks,869.09,1167.61
PROD00491,Volt Notebooks Pro 930,12,Office Supplies,Notebooks,750.73,1234.63
PROD00492,Zenith Paper Ultra 242,12,Office Supplies,Paper,795.61,1357.91
PROD00493,Urban Notebooks Lite 645,12,Office Supplies,Notebooks,317.03,497.54
PROD00494,Nova Organizers Lite 686,12,Office Supplies,Organizers,303.98,525.58
PROD00495,Zenith Notebooks Plus 160,12,Office Supplies,Notebooks,992.86,1721.15
PROD00496,Zenith Pens Pro 249,12,Office Supplies,Pens,725.83,1244.24
PROD00497,Eco Paper Pro 691,12,Office Supplies,Paper,650.78,1050.3
PROD00498,Eco Paper X 748,12,Office Supplies,Paper,804.87,1355.75
PROD00499,Pro Paper Max 384,12,Office Supplies,Paper,709.97,1234.39
PROD00500,Eco Paper Lite 695,12,Office Supplies,Paper,52.35,88.32
PROD00501,Eco Notebooks Max 780,12,Office Supplies,Notebooks,712.42,1228.97
PROD00502,Volt Paper Plus 944,12,Office Supplies,Paper,251.26,360.37
PROD00503,Pulse Organizers Ultra 691,12,Office Supplies,Organizers,174.06,300.47
PROD00504,Apex Organizers X 201,12,Office Supplies,Organizers,644.87,1108.11
