order_id,customer_id,order_date,shipping_date,shipping_method,location_id,order_status
ORD001221,CUST01915,2024-01-05,2024-01-09,Standard,LOC0077,Delivered
ORD001222,CUST00527,2024-08-05,2024-08-07,Standard,LOC0121,Delivered
ORD001223,CUST01997,2025-12-02,2025-12-05,Standard,LOC0091,Delivered
ORD001224,CUST03106,2025-10-07,2025-10-11,Standard,LOC0130,Delivered
ORD001225,CUST01917,2025-02-16,2025-02-19,Standard,LOC0041,Delivered
ORD001226,CUST04309,2025-08-11,2025-08-12,Express,LOC0108,Delivered
ORD001227,CUST03937,2024-09-18,2024-09-21,Standard,LOC0119,Delivered
ORD001228,CUST00521,2025-10-20,2025-10-23,Standard,LOC0015,Delivered
ORD001229,CUST01500,2025-03-22,2025-03-23,Express,LOC0028,Delivered
ORD001230,CUST00186,2025-10-30,2025-11-02,Standard,LOC0054,Delivered
ORD001231,CUST04053,2024-11-18,2024-11-22,Standard,LOC0007,Returned
ORD001232,CUST03990,2025-08-19,2025-08-20,Express,LOC0132,Delivered
ORD001233,CUST02542,2024-09-22,2024-09-24,Standard,LOC0136,Delivered
ORD001234,CUST04439,2025-02-19,2025-02-22,Standard,LOC0008,Delivered
ORD001235,CUST02664,2024-03-30,2024-04-02,Standard,LOC0147,Delivered
ORD001236,CUST04765,2025-10-29,2025-10-29,Same Day,LOC0017,Delivered
ORD001237,CUST03440,2025-07-08,2025-07-09,Express,LOC0001,Delivered
ORD001238,CUST04718,2024-08-18,2024-08-19,Express,LOC0144,Delivered
ORD001239,CUST04905,2023-11-30,2023-12-02,Standard,LOC0098,Delivered
ORD001240,CUST02244,2024-11-21,2024-11-22,Express,LOC0100,Delivered
ORD001241,CUST03403,2025-12-09,,Standard,LOC0117,Processing
ORD001242,CUST01431,2025-11-27,2025-12-01,Standard,LOC0102,Delivered
ORD001243,CUST03192,2025-11-12,2025-11-15,Standard,LOC0003,Returned
ORD001244,CUST03289,2024-11-18,2024-11-21,Standard,LOC0070,Delivered
ORD001245,CUST02624,2025-07-17,2025-07-19,Standard,LOC0056,Delivered
ORD001246,CUST02964,2025-06-16,,Express,LOC0048,Cancelled
ORD001247,CUST03432,2024-12-31,2025-01-04,Standard,LOC0044,Delivered
ORD001248,CUST01197,2025-03-21,2025-03-23,Standard,LOC0088,Delivered
ORD001249,CUST03513,2024-05-11,2024-05-14,Standard,LOC0006,Delivered
ORD001250,CUST02986,2025-10-22,2025-10-25,Standard,LOC0050,Delivered
ORD001251,CUST04034,2025-08-13,2025-08-15,Standard,LOC0109,Returned
ORD001252,CUST03372,2025-10-26,2025-10-28,Standard,LOC0022,Delivered
ORD001253,CUST03650,2024-05-29,,Standard,LOC0023,Cancelled
ORD001254,CUST00532,2024-11-04,2024-11-08,Standard,LOC0128,Delivered
ORD001255,CUST00679,2025-02-23,2025-02-27,Standard,LOC0120,Delivered
ORD001256,CUST03772,2025-03-15,2025-03-17,Standard,LOC0033,Delivered
ORD001257,CUST01049,2023-07-31,2023-08-01,Express,LOC0062,Delivered
ORD001258,CUST02737,2024-10-13,2024-10-16,Standard,LOC0017,Delivered
ORD001259,CUST01773,2024-10-28,,Standard,LOC0094,Processing
ORD001260,CUST03516,2025-08-13,2025-08-16,Standard,LOC0137,Delivered
ORD001261,CUST04337,2025-07-07,2025-07-08,Express,LOC0141,Delivered
ORD001262,CUST02806,2024-11-09,2024-11-10,Express,LOC0118,Delivered
ORD001263,CUST01334,2024-12-11,2024-12-13,Standard,LOC0022,Delivered
ORD001264,CUST02871,2023-03-31,2023-04-01,Express,LOC0119,Delivered
ORD001265,CUST01617,2024-09-14,2024-09-17,Standard,LOC0142,Delivered
ORD001266,CUST04892,2025-11-02,2025-11-03,Express,LOC0034,Delivered
ORD001267,CUST01523,2023-09-01,2023-09-05,Standard,LOC0133,Delivered
ORD001268,CUST04907,2024-03-28,2024-03-30,Standard,LOC0036,Shipped
ORD001269,CUST02489,2025-12-26,2025-12-27,Express,LOC0090,Delivered
ORD001270,CUST04858,2024-05-07,2024-05-08,Express,LOC0049,Delivered
ORD001271,CUST00262,2023-02-19,2023-02-21,Standard,LOC0019,Delivered
ORD001272,CUST01865,2024-10-23,2024-10-25,Standard,LOC0064,Delivered
ORD001273,CUST01012,2025-05-18,2025-05-22,Standard,LOC0093,Delivered
ORD001274,CUST03610,2024-01-12,2024-01-16,Standard,LOC0141,Delivered
ORD001275,CUST04470,2025-11-08,2025-11-08,Same Day,LOC0007,Delivered
ORD001276,CUST04972,2025-03-14,2025-03-16,Standard,LOC0013,Delivered
ORD001277,CUST02516,2024-05-12,,Express,LOC0049,Processing
ORD001278,CUST03503,2025-06-19,2025-06-21,Standard,LOC0069,Delivered
ORD001279,CUST03629,2025-10-01,2025-10-04,Standard,LOC0038,Delivered
ORD001280,CUST02521,2024-04-20,2024-04-23,Standard,LOC0065,Delivered
ORD001281,CUST00569,2025-10-12,2025-10-16,Standard,LOC0008,Delivered
ORD001282,CUST00514,2025-04-21,2025-04-22,Express,LOC0108,Delivered
ORD001283,CUST02907,2025-04-15,2025-04-18,Standard,LOC0130,Delivered
ORD001284,CUST03513,2024-08-24,2024-08-27,Standard,LOC0006,Delivered
ORD001285,CUST01323,2025-06-04,2025-06-06,Standard,LOC0072,Delivered
ORD001286,CUST00519,2025-10-11,2025-10-13,Standard,LOC0002,Delivered
ORD001287,CUST00664,2025-08-20,2025-08-23,Standard,LOC0078,Delivered
ORD001288,CUST04227,2025-11-05,2025-11-05,Same Day,LOC0086,Delivered
ORD001289,CUST00465,2024-08-13,2024-08-14,Express,LOC0012,Delivered
ORD001290,CUST04089,2025-04-25,2025-04-26,Express,LOC0033,Delivered
ORD001291,CUST04387,2025-06-08,2025-06-10,Standard,LOC0047,Delivered
ORD001292,CUST03195,2024-07-31,2024-08-02,Standard,LOC0029,Delivered
ORD001293,CUST00499,2025-01-25,2025-01-27,Standard,LOC0011,Delivered
ORD001294,CUST04137,2024-12-26,2024-12-28,Standard,LOC0080,Delivered
ORD001295,CUST03386,2025-02-27,2025-03-01,Standard,LOC0131,Delivered
ORD001296,CUST00391,2025-04-17,2025-04-18,Express,LOC0126,Delivered
ORD001297,CUST02376,2025-03-14,2025-03-17,Standard,LOC0142,Delivered
ORD001298,CUST02135,2024-09-17,,Standard,LOC0056,Processing
ORD001299,CUST00012,2024-12-25,2024-12-29,Standard,LOC0114,Delivered
ORD001300,CUST01155,2025-08-23,2025-08-26,Standard,LOC0049,Delivered
ORD001301,CUST02233,2024-11-19,2024-11-19,Same Day,LOC0143,Delivered
ORD001302,CUST04744,2023-07-15,2023-07-16,Express,LOC0050,Delivered
ORD001303,CUST03923,2025-10-01,2025-10-02,Express,LOC0048,Delivered
ORD001304,CUST01089,2025-08-08,2025-08-11,Standard,LOC0085,Delivered
ORD001305,CUST01428,2024-09-05,2024-09-06,Express,LOC0114,Delivered
ORD001306,CUST03830,2025-11-02,2025-11-04,Standard,LOC0114,Delivered
ORD001307,CUST01278,2024-11-13,2024-11-15,Standard,LOC0096,Delivered
ORD001308,CUST01617,2025-01-14,,Standard,LOC0142,Processing
ORD001309,CUST04718,2025-02-21,2025-02-23,Standard,LOC0144,Delivered
ORD001310,CUST02355,2023-09-10,2023-09-14,Standard,LOC0139,Delivered
ORD001311,CUST00426,2023-05-12,2023-05-16,Standard,LOC0083,Delivered
ORD001312,CUST01052,2025-09-22,2025-09-23,Express,LOC0050,Returned
ORD001313,CUST00138,2024-05-03,2024-05-07,Standard,LOC0102,Delivered
ORD001314,CUST03447,2024-10-14,2024-10-17,Standard,LOC0053,Delivered
ORD001315,CUST02058,2024-07-08,2024-07-10,Standard,LOC0008,Delivered
ORD001316,CUST01210,2025-06-02,2025-06-02,Same Day,LOC0058,Delivered
ORD001317,CUST02210,2024-10-22,2024-10-22,Same Day,LOC0025,Delivered
ORD001318,CUST01249,2025-04-08,2025-04-12,Standard,LOC0086,Delivered
ORD001319,CUST03190,2025-11-04,2025-11-05,Express,LOC0017,Delivered
ORD001320,CUST02164,2025-09-17,2025-09-21,Standard,LOC0003,Delivered
ORD001321,CUST02201,2024-10-20,2024-10-23,Standard,LOC0079,Returned
ORD001322,CUST04905,2025-06-30,2025-07-04,Standard,LOC0098,Returned
ORD001323,CUST00676,2025-12-15,2025-12-16,Express,LOC0117,Delivered
ORD001324,CUST03650,2024-04-05,2024-04-08,Standard,LOC0023,Delivered
ORD001325,CUST03737,2024-05-12,2024-05-15,Standard,LOC0036,Delivered
ORD001326,CUST01656,2023-04-06,2023-04-08,Standard,LOC0091,Delivered
ORD001327,CUST03570,2024-05-04,2024-05-05,Express,LOC0115,Delivered
ORD001328,CUST00262,2025-07-06,2025-07-07,Express,LOC0019,Delivered
ORD001329,CUST00826,2025-04-20,,Express,LOC0017,Processing
ORD001330,CUST01787,2025-12-29,,Standard,LOC0146,Cancelled
ORD001331,CUST03001,2025-06-26,2025-06-28,Standard,LOC0142,Delivered
ORD001332,CUST00113,2023-12-27,2023-12-30,Standard,LOC0025,Delivered
ORD001333,CUST00035,2023-04-02,2023-04-04,Standard,LOC0066,Delivered
ORD001334,CUST03556,2025-11-25,2025-11-27,Standard,LOC0035,Delivered
ORD001335,CUST00509,2025-07-17,2025-07-17,Same Day,LOC0083,Delivered
ORD001336,CUST04656,2023-04-24,2023-04-25,Express,LOC0145,Shipped
ORD001337,CUST04396,2024-05-26,2024-05-30,Standard,LOC0047,Delivered
ORD001338,CUST01639,2024-08-12,2024-08-15,Standard,LOC0113,Returned
ORD001339,CUST04434,2025-08-13,2025-08-17,Standard,LOC0112,Delivered
ORD001340,CUST01876,2024-07-15,2024-07-17,Standard,LOC0131,Returned
ORD001341,CUST02675,2025-09-14,2025-09-15,Express,LOC0057,Delivered
ORD001342,CUST00848,2024-12-15,2024-12-19,Standard,LOC0082,Delivered
ORD001343,CUST00008,2025-01-15,2025-01-18,Standard,LOC0059,Returned
ORD001344,CUST04524,2025-04-08,2025-04-10,Standard,LOC0030,Delivered
ORD001345,CUST03435,2025-08-26,2025-08-29,Standard,LOC0065,Delivered
ORD001346,CUST02028,2024-11-03,2024-11-07,Standard,LOC0089,Delivered
ORD001347,CUST01965,2025-12-16,2025-12-20,Standard,LOC0071,Delivered
ORD001348,CUST03903,2024-03-16,2024-03-17,Express,LOC0144,Delivered
ORD001349,CUST01585,2025-07-29,2025-08-02,Standard,LOC0036,Shipped
ORD001350,CUST03528,2025-02-04,2025-02-07,Standard,LOC0048,Delivered
ORD001351,CUST04964,2025-02-25,2025-03-01,Standard,LOC0147,Delivered
ORD001352,CUST03650,2025-10-18,,Standard,LOC0023,Processing
ORD001353,CUST01310,2025-10-26,2025-10-29,Standard,LOC0129,Delivered
ORD001354,CUST03027,2025-11-24,2025-11-24,Same Day,LOC0100,Delivered
ORD001355,CUST01452,2025-09-24,2025-09-25,Express,LOC0046,Delivered
ORD001356,CUST01373,2024-05-26,2024-05-28,Standard,LOC0096,Delivered
ORD001357,CUST01047,2023-10-15,2023-10-19,Standard,LOC0085,Delivered
ORD001358,CUST00272,2024-03-29,2024-03-30,Express,LOC0019,Delivered
ORD001359,CUST03903,2023-08-02,2023-08-03,Express,LOC0144,Delivered
ORD001360,CUST03806,2024-11-29,2024-12-03,Standard,LOC0070,Returned
ORD001361,CUST03374,2025-07-07,2025-07-09,Standard,LOC0029,Delivered
ORD001362,CUST01563,2024-06-29,,Same Day,LOC0075,Cancelled
ORD001363,CUST03804,2025-12-08,,Standard,LOC0049,Processing
ORD001364,CUST02783,2025-11-15,2025-11-16,Express,LOC0110,Shipped
ORD001365,CUST00325,2023-06-03,2023-06-07,Standard,LOC0059,Shipped
ORD001366,CUST04841,2024-12-01,2024-12-05,Standard,LOC0001,Delivered
ORD001367,CUST00662,2025-06-19,2025-06-23,Standard,LOC0070,Delivered
ORD001368,CUST02277,2024-10-04,2024-10-05,Express,LOC0086,Delivered
ORD001369,CUST03732,2023-08-19,2023-08-23,Standard,LOC0104,Delivered
ORD001370,CUST01430,2023-09-30,2023-10-02,Standard,LOC0121,Shipped
ORD001371,CUST02942,2025-02-09,2025-02-09,Same Day,LOC0070,Shipped
ORD001372,CUST01210,2025-04-01,2025-04-04,Standard,LOC0058,Delivered
ORD001373,CUST04763,2024-10-23,2024-10-26,Standard,LOC0109,Shipped
ORD001374,CUST01118,2025-11-10,2025-11-13,Standard,LOC0056,Delivered
ORD001375,CUST03382,2025-08-01,2025-08-01,Same Day,LOC0034,Shipped
ORD001376,CUST02341,2025-11-15,2025-11-16,Express,LOC0128,Delivered
ORD001377,CUST03542,2025-02-27,2025-03-02,Standard,LOC0106,Delivered
ORD001378,CUST02021,2025-12-27,2025-12-28,Express,LOC0098,Shipped
ORD001379,CUST00211,2025-11-12,2025-11-16,Standard,LOC0117,Returned
ORD001380,CUST01465,2025-06-30,2025-07-03,Standard,LOC0017,Delivered
ORD001381,CUST02938,2025-07-23,2025-07-24,Express,LOC0146,Delivered
ORD001382,CUST04060,2024-05-03,2024-05-07,Standard,LOC0012,Delivered
ORD001383,CUST01955,2025-08-17,,Standard,LOC0097,Processing
ORD001384,CUST03435,2024-04-06,2024-04-10,Standard,LOC0065,Delivered
ORD001385,CUST01910,2025-06-04,2025-06-08,Standard,LOC0113,Delivered
ORD001386,CUST02435,2025-05-03,2025-05-07,Standard,LOC0022,Delivered
ORD001387,CUST01801,2025-05-02,2025-05-05,Standard,LOC0135,Delivered
ORD001388,CUST04191,2025-02-04,2025-02-08,Standard,LOC0006,Returned
ORD001389,CUST01974,2025-12-02,,Standard,LOC0135,Cancelled
ORD001390,CUST04718,2024-08-05,2024-08-08,Standard,LOC0144,Delivered
ORD001391,CUST04766,2024-02-03,2024-02-04,Express,LOC0005,Delivered
ORD001392,CUST04844,2025-11-06,2025-11-10,Standard,LOC0096,Delivered
ORD001393,CUST02080,2025-12-15,2025-12-19,Standard,LOC0026,Delivered
ORD001394,CUST04700,2025-05-15,2025-05-18,Standard,LOC0059,Delivered
ORD001395,CUST00002,2025-10-31,2025-11-02,Standard,LOC0034,Delivered
ORD001396,CUST04165,2025-10-08,2025-10-10,Standard,LOC0008,Delivered
ORD001397,CUST04385,2023-11-29,2023-12-03,Standard,LOC0123,Delivered
ORD001398,CUST04560,2025-10-04,2025-10-07,Standard,LOC0125,Delivered
ORD001399,CUST01075,2024-10-31,2024-11-04,Standard,LOC0129,Delivered
ORD001400,CUST04851,2025-06-17,,Express,LOC0024,Cancelled
ORD001401,CUST00368,2024-05-10,2024-05-14,Standard,LOC0025,Delivered
ORD001402,CUST01520,2024-06-05,2024-06-06,Express,LOC0086,Delivered
ORD001403,CUST00521,2024-12-20,2024-12-24,Standard,LOC0015,Delivered
ORD001404,CUST01092,2025-11-17,2025-11-17,Same Day,LOC0116,Delivered
ORD001405,CUST01639,2024-03-15,2024-03-19,Standard,LOC0113,Delivered
ORD001406,CUST02244,2023-12-24,2023-12-28,Standard,LOC0100,Delivered
ORD001407,CUST01349,2025-07-26,2025-07-27,Express,LOC0110,Delivered
ORD001408,CUST03685,2023-04-07,,Standard,LOC0026,Cancelled
ORD001409,CUST01045,2024-10-15,2024-10-18,Standard,LOC0049,Delivered
ORD001410,CUST01075,2024-12-02,2024-12-06,Standard,LOC0129,Delivered
ORD001411,CUST02315,2023-09-24,2023-09-25,Express,LOC0150,Delivered
ORD001412,CUST02244,2024-02-28,2024-03-03,Standard,LOC0100,Delivered
ORD001413,CUST02417,2023-07-30,2023-08-01,Standard,LOC0010,Delivered
ORD001414,CUST04803,2025-12-28,2026-01-01,Standard,LOC0099,Delivered
ORD001415,CUST00990,2023-12-15,2023-12-18,Standard,LOC0127,Delivered
ORD001416,CUST04354,2024-06-15,2024-06-17,Standard,LOC0105,Delivered
ORD001417,CUST01547,2025-10-12,2025-10-13,Express,LOC0144,Delivered
ORD001418,CUST01553,2025-02-16,2025-02-18,Standard,LOC0016,Delivered
ORD001419,CUST03323,2025-01-15,2025-01-19,Standard,LOC0032,Delivered
ORD001420,CUST00052,2024-11-04,2024-11-05,Express,LOC0016,Delivered
ORD001421,CUST04328,2025-08-06,2025-08-07,Express,LOC0077,Delivered
ORD001422,CUST01866,2023-08-08,2023-08-11,Standard,LOC0100,Delivered
ORD001423,CUST02629,2023-03-20,2023-03-24,Standard,LOC0035,Delivered
ORD001424,CUST03811,2024-10-06,2024-10-08,Standard,LOC0083,Delivered
ORD001425,CUST04972,2025-07-01,2025-07-02,Express,LOC0013,Delivered
ORD001426,CUST02433,2025-12-25,,Express,LOC0111,Processing
ORD001427,CUST02747,2023-11-24,2023-11-26,Standard,LOC0069,Delivered
ORD001428,CUST04841,2025-07-04,2025-07-07,Standard,LOC0001,Delivered
ORD001429,CUST01249,2025-09-15,2025-09-19,Standard,LOC0086,Delivered
ORD001430,CUST00541,2025-09-18,,Standard,LOC0138,Cancelled
ORD001431,CUST02079,2023-09-21,2023-09-24,Standard,LOC0090,Delivered
ORD001432,CUST02977,2024-04-25,2024-04-27,Standard,LOC0029,Delivered
ORD001433,CUST04654,2025-01-30,2025-02-02,Standard,LOC0020,Delivered
ORD001434,CUST00034,2024-12-22,2024-12-25,Standard,LOC0015,Delivered
ORD001435,CUST01900,2025-10-03,2025-10-04,Express,LOC0024,Delivered
ORD001436,CUST02541,2025-01-06,,Express,LOC0063,Cancelled
ORD001437,CUST01463,2025-01-14,2025-01-18,Standard,LOC0070,Delivered
ORD001438,CUST03677,2024-09-26,,Standard,LOC0062,Processing
ORD001439,CUST03086,2025-07-20,2025-07-21,Express,LOC0003,Delivered
ORD001440,CUST00967,2023-09-09,2023-09-09,Same Day,LOC0134,Returned
ORD001441,CUST01673,2024-09-28,2024-09-29,Express,LOC0110,Delivered
ORD001442,CUST00848,2025-07-19,2025-07-22,Standard,LOC0082,Delivered
ORD001443,CUST03042,2025-03-31,2025-04-01,Express,LOC0002,Delivered
ORD001444,CUST02721,2025-08-06,2025-08-09,Standard,LOC0006,Delivered
ORD001445,CUST00921,2025-06-28,2025-06-29,Express,LOC0120,Delivered
ORD001446,CUST03396,2025-09-03,,Standard,LOC0042,Cancelled
ORD001447,CUST01197,2025-07-30,,Standard,LOC0088,Cancelled
ORD001448,CUST03610,2025-10-26,2025-10-26,Same Day,LOC0141,Delivered
ORD001449,CUST02041,2024-07-19,2024-07-20,Express,LOC0022,Delivered
ORD001450,CUST01673,2023-09-09,2023-09-10,Express,LOC0110,Delivered
ORD001451,CUST02321,2025-09-08,2025-09-08,Same Day,LOC0068,Delivered
ORD001452,CUST02570,2024-12-15,2024-12-17,Standard,LOC0059,Delivered
ORD001453,CUST01146,2024-04-19,2024-04-23,Standard,LOC0110,Delivered
ORD001454,CUST01875,2024-12-31,2025-01-04,Standard,LOC0102,Shipped
ORD001455,CUST02783,2025-04-26,2025-04-29,Standard,LOC0110,Delivered
ORD001456,CUST01318,2025-09-07,2025-09-10,Standard,LOC0075,Delivered
ORD001457,CUST03042,2024-12-06,2024-12-09,Standard,LOC0002,Delivered
ORD001458,CUST02347,2023-06-16,,Express,LOC0122,Cancelled
ORD001459,CUST03969,2025-10-02,2025-10-06,Standard,LOC0051,Delivered
ORD001460,CUST04955,2025-05-23,2025-05-26,Standard,LOC0082,Delivered
ORD001461,CUST01866,2024-07-21,2024-07-24,Standard,LOC0100,Delivered
ORD001462,CUST00272,2023-12-04,2023-12-06,Standard,LOC0019,Returned
ORD001463,CUST02737,2025-02-16,2025-02-18,Standard,LOC0017,Delivered
ORD001464,CUST00532,2025-05-12,2025-05-13,Express,LOC0128,Delivered
ORD001465,CUST01389,2024-07-06,,Standard,LOC0080,Cancelled
ORD001466,CUST04338,2025-03-21,2025-03-22,Express,LOC0045,Delivered
ORD001467,CUST01356,2024-10-04,2024-10-07,Standard,LOC0005,Delivered
ORD001468,CUST00619,2024-09-25,,Express,LOC0091,Processing
ORD001469,CUST02539,2025-12-22,2025-12-25,Standard,LOC0026,Delivered
ORD001470,CUST02315,2025-03-29,2025-04-02,Standard,LOC0150,Delivered
ORD001471,CUST03882,2025-02-05,2025-02-08,Standard,LOC0130,Delivered
ORD001472,CUST01963,2025-07-28,2025-07-29,Express,LOC0080,Delivered
ORD001473,CUST03073,2025-03-31,2025-04-04,Standard,LOC0132,Delivered
ORD001474,CUST00921,2023-03-12,2023-03-15,Standard,LOC0120,Returned
ORD001475,CUST02856,2025-02-05,2025-02-06,Express,LOC0006,Delivered
ORD001476,CUST01087,2025-08-13,2025-08-15,Standard,LOC0109,Delivered
ORD001477,CUST03574,2024-06-20,,Standard,LOC0120,Processing
ORD001478,CUST01659,2025-03-11,2025-03-13,Standard,LOC0036,Delivered
ORD001479,CUST03982,2025-06-04,,Standard,LOC0089,Cancelled
ORD001480,CUST00634,2024-11-22,2024-11-24,Standard,LOC0028,Delivered
ORD001481,CUST02483,2024-01-29,2024-01-30,Express,LOC0070,Delivered
ORD001482,CUST00530,2025-12-02,2025-12-03,Express,LOC0074,Delivered
ORD001483,CUST01995,2025-09-23,2025-09-26,Standard,LOC0142,Delivered
ORD001484,CUST00051,2025-06-11,2025-06-14,Standard,LOC0035,Delivered
ORD001485,CUST04766,2025-04-21,2025-04-22,Express,LOC0005,Delivered
ORD001486,CUST03395,2025-10-05,2025-10-08,Standard,LOC0136,Delivered
ORD001487,CUST00489,2025-10-15,2025-10-18,Standard,LOC0038,Delivered
ORD001488,CUST01105,2025-12-23,2025-12-26,Standard,LOC0111,Delivered
ORD001489,CUST04387,2025-10-28,2025-10-31,Standard,LOC0047,Delivered
ORD001490,CUST02271,2023-01-29,2023-02-02,Standard,LOC0036,Delivered
ORD001491,CUST01435,2023-07-18,2023-07-22,Standard,LOC0044,Delivered
ORD001492,CUST03527,2024-10-09,2024-10-13,Standard,LOC0099,Delivered
ORD001493,CUST04649,2025-04-13,2025-04-17,Standard,LOC0030,Delivered
ORD001494,CUST02721,2025-05-25,2025-05-29,Standard,LOC0006,Delivered
ORD001495,CUST03990,2024-03-30,2024-04-03,Standard,LOC0132,Delivered
ORD001496,CUST02526,2024-04-08,2024-04-12,Standard,LOC0053,Delivered
ORD001497,CUST03584,2025-07-10,,Standard,LOC0058,Processing
ORD001498,CUST00535,2025-04-18,2025-04-19,Express,LOC0012,Delivered
ORD001499,CUST02361,2025-05-28,2025-05-31,Standard,LOC0114,Delivered
ORD001500,CUST03138,2023-02-07,2023-02-07,Same Day,LOC0029,Delivered
ORD001501,CUST02974,2023-09-06,2023-09-09,Standard,LOC0144,Delivered
ORD001502,CUST03042,2025-04-29,,Standard,LOC0002,Cancelled
ORD001503,CUST00191,2023-12-05,,Same Day,LOC0081,Cancelled
ORD001504,CUST03214,2024-12-08,2024-12-11,Standard,LOC0133,Delivered
ORD001505,CUST01218,2025-03-01,2025-03-03,Standard,LOC0051,Delivered
ORD001506,CUST01755,2025-10-27,2025-10-28,Express,LOC0084,Delivered
ORD001507,CUST01387,2024-04-11,2024-04-15,Standard,LOC0100,Delivered
ORD001508,CUST03084,2024-04-19,2024-04-22,Standard,LOC0101,Delivered
ORD001509,CUST01210,2025-03-14,2025-03-15,Express,LOC0058,Delivered
ORD001510,CUST00676,2023-07-04,2023-07-06,Standard,LOC0117,Shipped
ORD001511,CUST04472,2025-05-06,2025-05-10,Standard,LOC0095,Delivered
ORD001512,CUST00904,2024-08-08,2024-08-10,Standard,LOC0004,Delivered
ORD001513,CUST01197,2025-09-26,2025-09-29,Standard,LOC0088,Shipped
ORD001514,CUST04816,2024-01-29,2024-02-01,Standard,LOC0106,Delivered
ORD001515,CUST00844,2025-08-30,2025-09-02,Standard,LOC0084,Delivered
ORD001516,CUST02542,2024-06-11,2024-06-13,Standard,LOC0136,Delivered
ORD001517,CUST03022,2024-10-13,2024-10-15,Standard,LOC0141,Delivered
ORD001518,CUST04060,2023-06-30,2023-07-02,Standard,LOC0012,Delivered
ORD001519,CUST01719,2025-07-02,2025-07-05,Standard,LOC0132,Delivered
ORD001520,CUST01287,2025-10-14,2025-10-17,Standard,LOC0088,Delivered
ORD001521,CUST03527,2023-06-06,2023-06-09,Standard,LOC0099,Delivered
ORD001522,CUST02472,2024-03-09,2024-03-09,Same Day,LOC0111,Delivered
ORD001523,CUST00108,2023-11-13,,Standard,LOC0007,Processing
ORD001524,CUST02461,2025-05-14,,Standard,LOC0093,Cancelled
ORD001525,CUST02080,2025-09-12,2025-09-15,Standard,LOC0026,Delivered
ORD001526,CUST00432,2024-08-15,2024-08-17,Standard,LOC0093,Delivered
ORD001527,CUST03302,2025-10-10,2025-10-11,Express,LOC0085,Delivered
ORD001528,CUST04176,2025-12-22,2025-12-24,Standard,LOC0115,Delivered
ORD001529,CUST00500,2025-07-27,2025-07-29,Standard,LOC0147,Delivered
ORD001530,CUST04718,2024-08-22,,Standard,LOC0144,Processing
ORD001531,CUST00476,2024-11-22,2024-11-26,Standard,LOC0051,Delivered
ORD001532,CUST04603,2025-04-26,2025-04-29,Standard,LOC0041,Delivered
ORD001533,CUST02349,2024-05-19,2024-05-21,Standard,LOC0028,Delivered
ORD001534,CUST02255,2024-03-22,2024-03-26,Standard,LOC0037,Delivered
ORD001535,CUST02312,2024-10-12,2024-10-16,Standard,LOC0150,Delivered
ORD001536,CUST02512,2024-01-11,2024-01-13,Standard,LOC0068,Delivered
ORD001537,CUST02583,2025-08-10,2025-08-13,Standard,LOC0053,Delivered
ORD001538,CUST02637,2025-12-21,2025-12-21,Same Day,LOC0107,Delivered
ORD001539,CUST03476,2025-09-24,2025-09-25,Express,LOC0052,Delivered
ORD001540,CUST01166,2025-03-09,2025-03-11,Standard,LOC0110,Delivered
ORD001541,CUST04728,2025-05-06,2025-05-09,Standard,LOC0032,Delivered
ORD001542,CUST02942,2023-04-12,2023-04-16,Standard,LOC0070,Delivered
ORD001543,CUST01585,2025-10-11,2025-10-15,Standard,LOC0036,Delivered
ORD001544,CUST00578,2025-03-06,,Standard,LOC0104,Cancelled
ORD001545,CUST01198,2024-12-20,2024-12-24,Standard,LOC0060,Delivered
ORD001546,CUST03192,2025-02-11,2025-02-13,Standard,LOC0003,Delivered
ORD001547,CUST04880,2025-05-24,2025-05-25,Express,LOC0048,Delivered
ORD001548,CUST02409,2025-07-28,2025-07-31,Standard,LOC0133,Delivered
ORD001549,CUST03513,2025-08-23,2025-08-26,Standard,LOC0006,Delivered
ORD001550,CUST00790,2025-09-02,2025-09-06,Standard,LOC0009,Delivered
ORD001551,CUST00442,2025-03-29,2025-03-30,Express,LOC0066,Delivered
ORD001552,CUST03877,2025-10-02,2025-10-05,Standard,LOC0109,Delivered
ORD001553,CUST02739,2025-08-21,2025-08-25,Standard,LOC0046,Shipped
ORD001554,CUST00489,2025-10-26,2025-10-29,Standard,LOC0038,Delivered
ORD001555,CUST00533,2024-09-04,,Standard,LOC0075,Processing
ORD001556,CUST02958,2025-12-28,2025-12-30,Standard,LOC0112,Delivered
ORD001557,CUST03650,2025-05-31,2025-06-04,Standard,LOC0023,Delivered
ORD001558,CUST03403,2025-12-28,2025-12-31,Standard,LOC0117,Delivered
ORD001559,CUST00016,2025-04-20,2025-04-21,Express,LOC0131,Delivered
ORD001560,CUST04745,2025-06-29,2025-07-02,Standard,LOC0035,Delivered
ORD001561,CUST01606,2025-03-19,2025-03-22,Standard,LOC0095,Delivered
ORD001562,CUST01278,2024-07-06,2024-07-10,Standard,LOC0096,Delivered
ORD001563,CUST01518,2024-05-27,2024-05-28,Express,LOC0012,Delivered
ORD001564,CUST04633,2023-03-03,2023-03-04,Express,LOC0019,Delivered
ORD001565,CUST00117,2025-01-15,2025-01-18,Standard,LOC0133,Delivered
ORD001566,CUST01467,2023-02-27,2023-03-03,Standard,LOC0030,Delivered
ORD001567,CUST04154,2025-12-28,2026-01-01,Standard,LOC0115,Delivered
